,Mean,95% LL,95% UL
ka,0.0037093311548233032,0.003209913382306695,0.004213368054479361
kns,0.0004986865096725523,0.00015500403242185712,0.0010317256674170494
Af,0.8923187851905823,0.8036748170852661,0.9669651389122009
ka_sp,0.0032849269919097424,0.002544548362493515,0.004039783030748367
kns_sp,0.00013097083137836307,0.00010020648187492043,0.0001634985819691792
Af_sp,0.9184346795082092,0.8605123162269592,0.9710871577262878
