,Mean,95% LL,95% UL
ka,0.00103087374009192,0.0006267192075029016,0.001583293778821826
kns,0.000512651982717216,0.00032367598032578826,0.0006964582717046142
Af,0.49584364891052246,0.19909267127513885,0.8078399300575256
ka_sp,0.0005806495901197195,0.0004338796134106815,0.0007256981334649026
kns_sp,5.846390558872372e-05,4.330513547756709e-05,7.392597035504878e-05
Af_sp,0.8808968663215637,0.8073788285255432,0.9551327228546143
