,Mean,95% LL,95% UL
ka,0.005483303219079971,0.004479614086449146,0.006656475365161896
kns,0.0008862506365403533,0.00016816063725855201,0.0019419151358306408
Af,0.8659105896949768,0.740077793598175,0.989997923374176
ka_sp,0.004743644036352634,0.00356876477599144,0.005987712647765875
kns_sp,5.4326679673977196e-05,3.3454551157774404e-05,7.432112033711746e-05
Af_sp,0.9080415368080139,0.8459179401397705,0.9685020446777344
