,Mean,95% LL,95% UL
ka,0.004198754671961069,0.0034447673242539167,0.004720494616776705
kns,0.000528290867805481,3.487772914922971e-08,0.0011178446002304554
Af,0.9074417948722839,0.8241027593612671,0.9833347201347351
ka_sp,0.0032849269919097424,0.002544548362493515,0.004039783030748367
kns_sp,0.00013097083137836307,0.00010020648187492043,0.0001634985819691792
Af_sp,0.9184346795082092,0.8605123162269592,0.9710871577262878
